"pair","bg","bg.obs","bg.obs.se","single.1","s1.e","single.2","s2.e","expected.V","expected.se","observed.V","observed.se","epsilon","epsilon.se","eps.zero","eps.zero.se","bg.size","d.epsilon.ABC","d.epsilon.ABC.se","Vj.1.V2","Vj.1.V2.se","Vj.2.V2","Vj.2.V2.se","Vj.real.V2","se.real.V2","eps.2","eps.2.se"
"C-E","M",2.60510350865721,0.257948961344854,-2.60510350865721,0.257948961344854,-1.07740044617138,0.27407114757141,-3.68250395482859,0.376367719909663,-2.07678653987604,0.273567193294797,1.60571741495255,0.465286653405394,0.497554983536475,0.119851363359158,1,1.10816243141608,0.480474785120136,2.60510350865721,0.257948961344854,-0.579845462634905,0.471757010067616,0.528316968781174,0.0911117039040756,-3.18494897129211,0.537673082092479
"C-E","P",0.339957610763573,0.128840164092509,2.52776901911999,0.286932933905884,16.2289027256401,1.27691719156891,18.7566717447601,1.30875819870749,9.67027114055983,0.726710847483276,-9.08640060420029,1.49698252445843,0.497554983536475,0.119851363359158,1,-9.58395558773676,1.50177262854034,0.339957610763573,0.128840164092509,19.5941843390601,1.32053480070254,10.0102287513234,0.715198481518576,19.2542267282965,1.32680516570817
"C-E","S",1.49481754514853,0.0561185978486826,0.45865844142605,0.089012353752135,-0.10951938027812,0.0927528843282115,0.34913906114793,0.128554644691267,NA,NA,NA,NA,0.497554983536475,0.119851363359158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-E","T",7.97124445026975,0.203194710922311,0.612834344846161,1.28722853889704,3.30712690004425,0.656346199977951,3.91996124489041,1.44490402642408,2.14971777335025,0.576884445487772,-1.77024347154016,1.55580953494387,0.497554983536475,0.119851363359158,1,-2.26779845507664,1.56041906496982,7.97124445026975,0.203194710922311,12.3887606786966,1.46403554786841,10.12096222362,0.539914412568263,4.41751622842685,1.47806907009421
"C-E","-",0,0,0,0,0,0,0,0,0.497554983536475,0.119851363359158,0.497554983536475,0.119851363359158,0.497554983536475,0.119851363359158,0,0,0.169495423531427,NA,NA,NA,NA,NA,NA,NA,NA
"C-M","E",0,0,0.497554983536475,0.119851363359158,1.52770306248583,0.0926138611235951,2.02525804602231,0.151465100175814,0.528316968781174,0.0911117039040756,-1.49694107724113,0.176756949395415,-2.60510350865721,0.257948961344854,1,1.10816243141608,0.312699033926334,2.60510350865721,0.257948961344854,-0.579845462634905,0.471757010067616,0.528316968781174,0.0911117039040756,-3.18494897129211,0.537673082092479
"C-M","P",0.339957610763573,0.128840164092509,2.52776901911999,0.286932933905884,22.1961512876836,3.12828938070919,24.7239203068036,3.14142085019148,14.5850346951768,0.895889439664802,-10.1388856116268,3.26667152406248,-2.60510350865721,0.257948961344854,1,-7.53378210296958,3.27684001940582,2.94506111942078,0.288335662973337,22.45877440891,3.17564761046905,14.9249923059404,0.886576618358238,19.5137132894892,3.18871058586697
"C-M","S",1.49481754514853,0.0561185978486826,0.45865844142605,0.089012353752135,0.19618765595336,0.122236955582951,0.65484609737941,0.151212011529123,NA,NA,NA,NA,-2.60510350865721,0.257948961344854,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-M","T",7.97124445026975,0.203194710922311,0.612834344846161,1.28722853889704,3.25331120239845,0.722623513772994,3.86614554724461,1.47619174025892,0.639180640951451,0.471213019364581,-3.22696490629316,1.54957534945137,-2.60510350865721,0.257948961344854,1,-0.621861397635951,1.570898287696,10.576347958927,0.328368325521343,9.23228648885715,1.55564878572643,8.6104250912212,0.425151289627449,-1.34406147006985,1.58992732592965
"C-M","-",0,0,0,0,2.60510350865721,0.257948961344854,2.60510350865721,0.257948961344854,0,0,-2.60510350865721,0.257948961344854,-2.60510350865721,0.257948961344854,0,0,0.364794919533946,NA,NA,NA,NA,NA,NA,NA,NA
"C-P","E",0,0,0.497554983536475,0.119851363359158,16.5688603364037,1.27040061643595,17.0664153199402,1.27604156497345,10.0102287513234,0.715198481518576,-7.05618656861677,1.46280242804911,2.52776901911999,0.286932933905884,1,-9.58395558773676,1.49067818527884,0.339957610763573,0.128840164092509,19.5941843390601,1.32053480070254,10.0102287513234,0.715198481518576,19.2542267282965,1.32680516570817
"C-P","M",2.60510350865721,0.257948961344854,-2.60510350865721,0.257948961344854,19.93100538979,3.13626088331845,17.3259018811328,3.14685080594748,12.3198887972832,0.923339464594911,-5.00601308384959,3.27951608652416,2.52776901911999,0.286932933905884,1,-7.53378210296958,3.29204439069867,2.94506111942078,0.288335662973337,22.45877440891,3.17564761046905,14.9249923059404,0.886576618358238,19.5137132894892,3.18871058586697
"C-P","S",1.49481754514853,0.0561185978486826,0.45865844142605,0.089012353752135,31.9195853193541,1.02342897122519,32.3782437607801,1.02729258649303,NA,NA,NA,NA,2.52776901911999,0.286932933905884,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-P","T",7.97124445026975,0.203194710922311,0.612834344846161,1.28722853889704,7.84888935250565,1.72344520786641,8.46172369735181,2.15109755610217,1.45987592288248,0.598060691902454,-7.00184777446933,2.23268835421954,2.52776901911999,0.286932933905884,1,-9.52961679358932,2.251050376075,8.31120206103332,0.240598999229395,18.9607371667416,2.18724458411539,9.43112037315223,0.562484222580545,10.6495351057083,2.20043785396732
"C-P","-",0,0,0,0,0.339957610763573,0.128840164092509,0.339957610763573,0.128840164092509,2.86772662988356,0.256380031742829,2.52776901911999,0.286932933905884,2.52776901911999,0.286932933905884,0,0,0.405784446621205,NA,NA,NA,NA,NA,NA,NA,NA
"C-S","E",0,0,0.497554983536475,0.119851363359158,1.38529816487041,0.0738498512300494,1.88285314840688,0.140776950619586,NA,NA,NA,NA,0.45865844142605,0.089012353752135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-S","M",2.60510350865721,0.257948961344854,-2.60510350865721,0.257948961344854,-0.91409830755532,0.279875406108817,-3.51920181621253,0.380615172587043,NA,NA,NA,NA,0.45865844142605,0.089012353752135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-S","P",0.339957610763573,0.128840164092509,2.52776901911999,0.286932933905884,33.074445253739,1.02997929590935,35.602214272859,1.06919963456867,NA,NA,NA,NA,0.45865844142605,0.089012353752135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-S","T",7.97124445026975,0.203194710922311,0.612834344846161,1.28722853889704,3.45749493612415,0.622142174929097,4.07032928097031,1.42969164408852,NA,NA,NA,NA,0.45865844142605,0.089012353752135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-S","-",0,0,0,0,1.49481754514853,0.0561185978486826,1.49481754514853,0.0561185978486826,1.95347598657458,0.069093430194144,0.45865844142605,0.089012353752135,0.45865844142605,0.089012353752135,0,0,0.125882477895021,NA,NA,NA,NA,NA,NA,NA,NA
"C-T","E",0,0,0.497554983536475,0.119851363359158,11.278371350314,0.624101148595879,11.7759263338505,0.63550499052151,10.12096222362,0.539914412568263,-1.65496411023048,0.83389097961105,0.612834344846161,1.28722853889704,1,-2.26779845507664,1.53373122718021,7.97124445026975,0.203194710922311,12.3887606786966,1.46403554786841,10.12096222362,0.539914412568263,4.41751622842685,1.47806907009421
"C-T","M",2.60510350865721,0.257948961344854,-2.60510350865721,0.257948961344854,8.61945214401099,0.739888044753877,6.01434863535378,0.783563644784905,6.00532158256399,0.49728390857816,-0.00902705278978999,0.928042709771149,0.612834344846161,1.28722853889704,1,-0.621861397635951,1.5868902238373,10.576347958927,0.328368325521343,9.23228648885715,1.55564878572643,8.6104250912212,0.425151289627449,-1.34406147006985,1.58992732592965
"C-T","P",0.339957610763573,0.128840164092509,2.52776901911999,0.286932933905884,15.4801761920118,1.71626777685019,18.0079452111318,1.74008781112165,9.09116276238866,0.577051374260061,-8.91678244874316,1.83327408724106,0.612834344846161,1.28722853889704,1,-9.52961679358932,2.24005606856181,8.31120206103332,0.240598999229395,18.9607371667416,2.18724458411539,9.43112037315223,0.562484222580545,10.6495351057083,2.20043785396732
"C-T","S",1.49481754514853,0.0561185978486826,0.45865844142605,0.089012353752135,9.93392184124537,0.590696277543043,10.3925802826714,0.597365291445446,NA,NA,NA,NA,0.612834344846161,1.28722853889704,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C-T","-",0,0,0,0,7.97124445026975,0.203194710922311,7.97124445026975,0.203194710922311,8.58407879511591,1.27108977684671,0.612834344846161,1.28722853889704,0.612834344846161,1.28722853889704,0,0,1.8204160575819,NA,NA,NA,NA,NA,NA,NA,NA
"E-M","C",0,0,0.497554983536475,0.119851363359158,0,0,0.497554983536475,0.119851363359158,0.528316968781174,0.0911117039040756,0.030761985244699,0.150551293210496,-1.07740044617138,0.27407114757141,1,1.10816243141608,0.312699033926334,2.60510350865721,0.257948961344854,-0.579845462634905,0.471757010067616,0.528316968781174,0.0911117039040756,-3.18494897129211,0.537673082092479
"E-M","P",0.339957610763573,0.128840164092509,16.2289027256401,1.27691719156891,22.1961512876836,3.12828938070919,38.4250540133238,3.37886252510843,21.6102196801725,2.49179030266372,-16.8148343331512,4.19830095110285,-1.07740044617138,0.27407114757141,1,-15.7374338869798,4.20723732037571,2.94506111942078,0.288335662973337,37.6876111779159,3.41196454827925,21.9501772909361,2.48845717756315,34.7425500584951,3.42412609774475
"E-M","S",1.49481754514853,0.0561185978486826,-0.10951938027812,0.0927528843282115,0.19618765595336,0.122236955582951,0.0866682756752399,0.153443705838301,1.19098829717674,0.181529278892703,1.1043200215015,0.237692763786986,-1.07740044617138,0.27407114757141,1,2.18172046767288,0.362784845173838,4.09992105380574,0.263982885209233,0.504085374652389,0.48464894009456,2.68580584232527,0.172637139894064,-3.59583567915335,0.551880022122718
"E-M","T",7.97124445026975,0.203194710922311,3.30712690004425,0.656346199977951,3.25331120239845,0.722623513772994,6.5604381024427,0.976204423716224,3.12398015673735,0.679416842866991,-3.43645794570535,1.18936214974854,-1.07740044617138,0.27407114757141,1,-2.35905749953397,1.22053157156445,10.576347958927,0.328368325521343,13.4542821065411,1.0965644051668,11.0952246070071,0.648320257144992,2.8779341476141,1.14467429947759
"E-M","-",0,0,0,0,2.60510350865721,0.257948961344854,2.60510350865721,0.257948961344854,1.52770306248583,0.0926138611235951,-1.07740044617138,0.27407114757141,-1.07740044617138,0.27407114757141,0,0,0.387595133950646,NA,NA,NA,NA,NA,NA,NA,NA
"E-P","C",0,0,0.497554983536475,0.119851363359158,2.86772662988356,0.256380031742829,3.36528161342004,0.283010724135152,10.0102287513234,0.715198481518576,6.64494713790336,0.769157940830087,16.2289027256401,1.27691719156891,1,-9.58395558773676,1.49067818527884,0.339957610763573,0.128840164092509,19.5941843390601,1.32053480070254,10.0102287513234,0.715198481518576,19.2542267282965,1.32680516570817
"E-P","M",2.60510350865721,0.257948961344854,-1.07740044617138,0.27407114757141,19.93100538979,3.13626088331845,18.8536049436186,3.14821335397786,19.3450737822789,2.50179071691148,0.491468838660278,4.02121923219674,16.2289027256401,1.27691719156891,1,-15.7374338869798,4.21909014214122,2.94506111942078,0.288335662973337,37.6876111779159,3.41196454827925,21.9501772909361,2.48845717756315,34.7425500584951,3.42412609774475
"E-P","S",1.49481754514853,0.0561185978486826,-0.10951938027812,0.0927528843282115,31.9195853193541,1.02342897122519,31.810065939076,1.02762345082927,29.0564673678307,1.23360070374624,-2.75359857124528,1.60554683923499,16.2289027256401,1.27691719156891,1,-18.9825012968854,2.05141369964756,1.8347751559121,0.140531437436208,49.5337862098646,1.65011403957719,30.5512849129792,1.23232357733621,47.6990110539525,1.65608738553183
"E-P","T",7.97124445026975,0.203194710922311,3.30712690004425,0.656346199977951,7.84888935250565,1.72344520786641,11.1560162525499,1.84419459893559,8.79470798504805,1.14519652314175,-2.36130826750185,2.17083596693973,16.2289027256401,1.27691719156891,1,-18.590210993142,2.51854051178125,8.31120206103332,0.240598999229395,35.3561634284598,2.25965902276892,16.7659524353178,1.12702572555783,27.0449613674265,2.27243190824526
"E-P","-",0,0,0,0,0.339957610763573,0.128840164092509,0.339957610763573,0.128840164092509,16.5688603364037,1.27040061643595,16.2289027256401,1.27691719156891,16.2289027256401,1.27691719156891,0,0,1.80583361034411,NA,NA,NA,NA,NA,NA,NA,NA
"E-S","C",0,0,0.497554983536475,0.119851363359158,1.95347598657458,0.069093430194144,2.45103097011105,0.138341069083053,NA,NA,NA,NA,-0.10951938027812,0.0927528843282115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E-S","M",2.60510350865721,0.257948961344854,-1.07740044617138,0.27407114757141,-0.91409830755532,0.279875406108817,-1.9914987537267,0.391720866020288,0.0807023336680603,0.310388866955134,2.07220108739476,0.499786439997502,-0.10951938027812,0.0927528843282115,1,2.18172046767288,0.508320354851721,4.09992105380574,0.263982885209233,0.504085374652389,0.48464894009456,2.68580584232527,0.172637139894064,-3.59583567915335,0.551880022122718
"E-S","P",0.339957610763573,0.128840164092509,16.2289027256401,1.27691719156891,33.074445253739,1.02997929590935,49.3033479793792,1.64054102787043,30.2113273022156,1.23904042998689,-19.0920206771635,2.05586868531729,-0.10951938027812,0.0927528843282115,1,-18.9825012968854,2.05795994830304,1.8347751559121,0.140531437436208,49.5337862098646,1.65011403957719,30.5512849129792,1.23232357733621,47.6990110539525,1.65608738553183
"E-S","T",7.97124445026975,0.203194710922311,3.30712690004425,0.656346199977951,3.45749493612415,0.622142174929097,6.7646218361684,0.904351270276658,4.05944549144425,0.650945029586696,-2.70517634472415,1.11426238004997,-0.10951938027812,0.0927528843282115,1,-2.59565696444603,1.11811616084637,9.46606199541828,0.210801773169259,14.62634690616,0.934901600275672,12.030689941714,0.618418419031017,5.16028491074172,0.95837278225611
"E-S","-",0,0,0,0,1.49481754514853,0.0561185978486826,1.49481754514853,0.0561185978486826,1.38529816487041,0.0738498512300494,-0.10951938027812,0.0927528843282115,-0.10951938027812,0.0927528843282115,0,0,0.13117238696618,NA,NA,NA,NA,NA,NA,NA,NA
"E-T","C",0,0,0.497554983536475,0.119851363359158,8.58407879511591,1.27108977684671,9.08163377865239,1.27672768047978,10.12096222362,0.539914412568263,1.03932844496761,1.38619664658453,3.30712690004425,0.656346199977951,1,-2.26779845507664,1.5337312271802,7.97124445026975,0.203194710922311,12.3887606786966,1.46403554786841,10.12096222362,0.539914412568263,4.41751622842685,1.47806907009421
"E-T","M",2.60510350865721,0.257948961344854,-1.07740044617138,0.27407114757141,8.61945214401099,0.739888044753877,7.54205169783961,0.789017941938474,8.49012109834989,0.697751261183695,0.948069400510279,1.05328350180959,3.30712690004425,0.656346199977951,1,-2.35905749953397,1.24104652185555,10.576347958927,0.328368325521343,13.4542821065411,1.0965644051668,11.0952246070071,0.648320257144992,2.8779341476141,1.14467429947759
"E-T","P",0.339957610763573,0.128840164092509,16.2289027256401,1.27691719156891,15.4801761920118,1.71626777685019,31.709078917652,2.13918035611271,16.4259948245542,1.13436624330616,-15.2830840930977,2.42133834272104,3.30712690004425,0.656346199977951,1,-18.590210993142,2.5087187375544,8.31120206103332,0.240598999229395,35.3561634284598,2.25965902276892,16.7659524353178,1.12702572555783,27.0449613674265,2.27243190824526
"E-T","S",1.49481754514853,0.0561185978486826,-0.10951938027812,0.0927528843282115,9.93392184124537,0.590696277543043,9.82440246096725,0.597934101598504,10.5358723965655,0.620959449578895,0.71146993559822,0.862041662494183,3.30712690004425,0.656346199977951,1,-2.59565696444603,1.08346950215557,9.46606199541828,0.210801773169259,14.62634690616,0.934901600275672,12.030689941714,0.618418419031017,5.16028491074172,0.95837278225611
"E-T","-",0,0,0,0,7.97124445026975,0.203194710922311,7.97124445026975,0.203194710922311,11.278371350314,0.624101148595879,3.30712690004425,0.656346199977951,3.30712690004425,0.656346199977951,0,0,0.928213697620862,NA,NA,NA,NA,NA,NA,NA,NA
"M-P","C",0,0,0,0,2.86772662988356,0.256380031742829,2.86772662988356,0.256380031742829,14.9249923059404,0.886576618358238,12.0572656760568,0.922902389690255,19.5910477790264,3.13890619740648,1,-7.53378210296958,3.27177030627347,2.94506111942078,0.288335662973337,22.45877440891,3.17564761046905,14.9249923059404,0.886576618358238,19.5137132894892,3.18871058586697
"M-P","E",0,0,1.52770306248583,0.0926138611235951,16.5688603364037,1.27040061643595,18.0965633988895,1.27377197861825,21.9501772909361,2.48845717756315,3.85361389204657,2.79551679982049,19.5910477790264,3.13890619740648,1,-15.7374338869798,4.2032899369655,2.94506111942078,0.288335662973337,37.6876111779159,3.41196454827925,21.9501772909361,2.48845717756315,34.7425500584951,3.42412609774475
"M-P","S",1.49481754514853,0.0561185978486826,0.19618765595336,0.122236955582951,31.9195853193541,1.02342897122519,32.1157729753074,1.03070302825462,22.6625017724183,1.64477259445465,-9.45327120288916,1.94103725361527,19.5910477790264,3.13890619740648,1,-29.0443189819156,3.69057688390841,4.43987866456931,0.293746066470303,53.2016382994824,3.32934003290128,24.1573193175668,1.64381495018283,48.7617596349131,3.34227344875399
"M-P","T",7.97124445026975,0.203194710922311,3.25331120239845,0.722623513772994,7.84888935250565,1.72344520786641,11.1022005549041,1.86880928057823,10.4299551983411,1.2571981314996,-0.672245356562954,2.25233107446961,19.5910477790264,3.13890619740648,1,-20.2632931355894,3.86338289393353,10.9163055696905,0.352740053139809,38.6644927842003,3.68140506368472,18.4011996486109,1.24066879194219,27.7481872145098,3.69826564594981
"M-P","-",0,0,2.60510350865721,0.257948961344854,0.339957610763573,0.128840164092509,2.94506111942078,0.288335662973337,22.5361088984472,3.1256350813194,19.5910477790264,3.13890619740648,19.5910477790264,3.13890619740648,0,0,4.4390837153892,NA,NA,NA,NA,NA,NA,NA,NA
"M-S","C",0,0,0,0,1.95347598657458,0.069093430194144,1.95347598657458,0.069093430194144,NA,NA,NA,NA,-2.40891585270385,0.285446212041914,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-S","E",0,0,1.52770306248583,0.0926138611235951,1.38529816487041,0.0738498512300494,2.91300122735624,0.118453061585258,2.68580584232527,0.172637139894064,-0.22719538503097,0.209367404028716,-2.40891585270385,0.285446212041914,1,2.18172046767288,0.353997528012274,4.09992105380574,0.263982885209233,0.504085374652389,0.48464894009456,2.68580584232527,0.172637139894064,-3.59583567915335,0.551880022122718
"M-S","P",0.339957610763573,0.128840164092509,22.1961512876836,3.12828938070919,33.074445253739,1.02997929590935,55.2705965414227,3.29348626829684,23.8173617068032,1.64885638499172,-31.4532348346194,3.68317514894253,-2.40891585270385,0.285446212041914,1,-29.0443189819156,3.69421963583067,4.43987866456931,0.293746066470303,53.2016382994824,3.32934003290128,24.1573193175668,1.64381495018283,48.7617596349131,3.34227344875399
"M-S","T",7.97124445026975,0.203194710922311,3.25331120239845,0.722623513772994,3.45749493612415,0.622142174929097,6.7108061385226,0.95354372132752,5.33432289577185,0.85723102638967,-1.37648324275075,1.28222098761806,-2.40891585270385,0.285446212041914,1,1.0324326099531,1.31360960755367,12.0711655040755,0.333129185497447,12.2731347360885,1.08230641981178,13.3055673460416,0.83280066165817,0.201969232012999,1.13241434139452
"M-S","-",0,0,2.60510350865721,0.257948961344854,1.49481754514853,0.0561185978486826,4.09992105380574,0.263982885209233,1.69100520110189,0.108593629121078,-2.40891585270385,0.285446212041914,-2.40891585270385,0.285446212041914,0,0,0.403681904397701,NA,NA,NA,NA,NA,NA,NA,NA
"M-T","C",0,0,0,0,8.58407879511591,1.27108977684671,8.58407879511591,1.27108977684671,8.6104250912212,0.425151289627449,0.0263462961052898,1.34030699463821,0.648207693741242,0.767282483389603,1,-0.621861397635952,1.54439154659452,10.576347958927,0.328368325521343,9.23228648885715,1.55564878572643,8.6104250912212,0.425151289627449,-1.34406147006985,1.58992732592965
"M-T","E",0,0,1.52770306248583,0.0926138611235951,11.278371350314,0.624101148595879,12.8060744127998,0.630935472889991,11.0952246070071,0.648320257144992,-1.71084980579273,0.904653926524096,0.648207693741242,0.767282483389603,1,-2.35905749953397,1.18622136892402,10.576347958927,0.328368325521343,13.4542821065411,1.0965644051668,11.0952246070071,0.648320257144992,2.8779341476141,1.14467429947759
"M-T","P",0.339957610763573,0.128840164092509,22.1961512876836,3.12828938070919,15.4801761920118,1.71626777685019,37.6763274796955,3.56816052488004,18.0612420378473,1.24734070693723,-19.6150854418481,3.7798979312271,0.648207693741242,0.767282483389603,1,-20.2632931355894,3.85698726726073,10.9163055696905,0.352740053139809,38.6644927842003,3.68140506368472,18.4011996486109,1.24066879194219,27.7481872145098,3.69826564594981
"M-T","S",1.49481754514853,0.0561185978486826,0.19618765595336,0.122236955582951,9.93392184124537,0.590696277543043,10.1301094971987,0.603211377224764,11.8107498008931,0.834689306917722,1.68064030369434,1.02983989274847,0.648207693741242,0.767282483389603,1,1.0324326099531,1.28424787872618,12.0711655040755,0.333129185497447,12.2731347360885,1.08230641981178,13.3055673460416,0.83280066165817,0.201969232012999,1.13241434139452
"M-T","-",0,0,2.60510350865721,0.257948961344854,7.97124445026975,0.203194710922311,10.576347958927,0.328368325521343,11.2245556526682,0.693467124030279,0.648207693741242,0.767282483389603,0.648207693741242,0.767282483389603,0,0,1.08510129418089,NA,NA,NA,NA,NA,NA,NA,NA
"P-S","C",0,0,2.86772662988356,0.256380031742829,1.95347598657458,0.069093430194144,4.82120261645814,0.265527065988473,NA,NA,NA,NA,31.5796277085905,1.03150697866104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-S","E",0,0,16.5688603364037,1.27040061643595,1.38529816487041,0.0738498512300494,17.9541585012741,1.27254529458387,30.5512849129792,1.23232357733621,12.5971264117051,1.77143809545416,31.5796277085905,1.03150697866104,1,-18.9825012968854,2.04987794101324,1.8347751559121,0.140531437436208,49.5337862098646,1.65011403957719,30.5512849129792,1.23232357733621,47.6990110539525,1.65608738553183
"P-S","M",2.60510350865721,0.257948961344854,19.93100538979,3.13626088331845,-0.91409830755532,0.279875406108817,19.0169070822347,3.14872395919013,21.5522158089096,1.66393066475243,2.53530872667492,3.5613379267182,31.5796277085905,1.03150697866104,1,-29.0443189819156,3.70771283614412,4.43987866456931,0.293746066470303,53.2016382994824,3.32934003290128,24.1573193175668,1.64381495018283,48.7617596349131,3.34227344875399
"P-S","T",7.97124445026975,0.203194710922311,7.84888935250565,1.72344520786641,3.45749493612415,0.622142174929097,11.3063842886298,1.83230026751709,25.2277281637645,0.599477713509017,13.9213438751347,1.92787390649316,31.5796277085905,1.03150697866104,1,-17.6582838334558,2.1864822081059,9.80601960618185,0.247057028749818,50.8572564474901,2.12181930845494,33.1989726140343,0.563990636843554,41.0512368413083,2.13615410333311
"P-S","-",0,0,0.339957610763573,0.128840164092509,1.49481754514853,0.0561185978486826,1.8347751559121,0.140531437436208,33.4144028645026,1.02188921225275,31.5796277085905,1.03150697866104,31.5796277085905,1.03150697866104,0,0,1.45877115890494,NA,NA,NA,NA,NA,NA,NA,NA
"P-T","C",0,0,2.86772662988356,0.256380031742829,8.58407879511591,1.27108977684671,11.4518054249995,1.29668806637552,9.43112037315223,0.562484222580545,-2.02068505184724,1.41343144231785,7.50893174174208,1.72825437143989,1,-9.52961679358932,2.23263333633936,8.31120206103332,0.240598999229395,18.9607371667416,2.18724458411539,9.43112037315223,0.562484222580545,10.6495351057083,2.20043785396732
"P-T","E",0,0,16.5688603364037,1.27040061643595,11.278371350314,0.624101148595879,27.8472316867177,1.41542218787171,16.7659524353178,1.12702572555783,-11.0812792513999,1.80931118274019,7.50893174174208,1.72825437143989,1,-18.590210993142,2.50209314942305,8.31120206103332,0.240598999229395,35.3561634284598,2.25965902276892,16.7659524353178,1.12702572555783,27.0449613674265,2.27243190824526
"P-T","M",2.60510350865721,0.257948961344854,19.93100538979,3.13626088331845,8.61945214401099,0.739888044753877,28.550457533801,3.22235420880498,15.7960961399537,1.26720034641653,-12.7543613938473,3.4625660087515,7.50893174174208,1.72825437143989,1,-20.2632931355894,3.86991298834514,10.9163055696905,0.352740053139809,38.6644927842003,3.68140506368472,18.4011996486109,1.24066879194219,27.7481872145098,3.69826564594981
"P-T","S",1.49481754514853,0.0561185978486826,31.9195853193541,1.02342897122519,9.93392184124537,0.590696277543043,41.8535071605994,1.18166363718541,31.7041550688858,0.566775736488163,-10.1493520917137,1.31055854005762,7.50893174174208,1.72825437143989,1,-17.6582838334558,2.16896907753869,9.80601960618185,0.247057028749818,50.8572564474901,2.12181930845494,33.1989726140343,0.563990636843554,41.0512368413083,2.13615410333311
"P-T","-",0,0,0.339957610763573,0.128840164092509,7.97124445026975,0.203194710922311,8.31120206103332,0.240598999229395,15.8201338027754,1.71142493086051,7.50893174174208,1.72825437143989,7.50893174174208,1.72825437143989,0,0,2.44412077132088,NA,NA,NA,NA,NA,NA,NA,NA
"S-T","C",0,0,1.95347598657458,0.069093430194144,8.58407879511591,1.27108977684671,10.5375547816905,1.27296626934896,NA,NA,NA,NA,1.96267739097562,0.624668058131684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S-T","E",0,0,1.38529816487041,0.0738498512300494,11.278371350314,0.624101148595879,12.6636695151844,0.628455284173342,12.030689941714,0.618418419031017,-0.63297957347041,0.881701414993885,1.96267739097562,0.624668058131684,1,-2.59565696444603,1.08055891466048,9.46606199541828,0.210801773169259,14.62634690616,0.934901600275672,12.030689941714,0.618418419031017,5.16028491074172,0.95837278225611
"S-T","M",2.60510350865721,0.257948961344854,-0.91409830755532,0.279875406108817,8.61945214401099,0.739888044753877,7.70535383645567,0.791052818536342,10.7004638373844,0.871834048840245,2.99511000092872,1.17722519953978,1.96267739097562,0.624668058131684,1,1.0324326099531,1.33269252015665,12.0711655040755,0.333129185497447,12.2731347360885,1.08230641981178,13.3055673460416,0.83280066165817,0.201969232012999,1.13241434139452
"S-T","P",0.339957610763573,0.128840164092509,33.074445253739,1.02997929590935,15.4801761920118,1.71626777685019,48.5546214457509,2.00160746198055,32.8590150032707,0.578519858198992,-15.6956064424801,2.083534894881,1.96267739097562,0.624668058131684,1,-17.6582838334557,2.17516156665127,9.80601960618185,0.247057028749818,50.8572564474901,2.12181930845494,33.1989726140343,0.563990636843554,41.0512368413083,2.13615410333311
"S-T","-",0,0,1.49481754514853,0.0561185978486826,7.97124445026975,0.203194710922311,9.46606199541828,0.210801773169259,11.4287393863939,0.588024485271409,1.96267739097562,0.624668058131684,1.96267739097562,0.624668058131684,0,0,0.883414039791093,NA,NA,NA,NA,NA,NA,NA,NA
